Student_ID,Student Full Name,Class,Section,Gender,Telugu,Hindi,English,Maths,Science,Social,Total_Marks,Percentage,Status (Pass/Fail)
STU0324,Kavitha Chowdary,6,C,Female,41,72,54,74,48,30,319,53.17,Fail
STU0325,Ravi Babu,10,A,Male,42,56,33,26,46,60,263,43.83,Fail
STU0326,Manasa Naidu,8,C,Female,37,18,66,72,86,85,364,60.67,Fail
STU0327,Arun Goud,6,B,Male,30,16,22,43,31,40,182,30.33,Fail
STU0328,Madhavi Sharma,10,C,Female,24,17,23,40,97,71,272,45.33,Fail
STU0329,Srinivas Murthy,6,A,Male,74,21,36,88,70,65,354,59.0,Fail
STU0330,Priya Singh,9,B,Female,60,42,38,50,50,72,312,52.0,Pass
STU0331,Venkat Nair,10,B,Male,97,52,78,67,85,76,455,75.83,Pass
STU0332,Srinivas Prasad,9,B,Male,68,40,97,82,46,95,428,71.33,Pass
STU0333,Vijay Patel,9,D,Male,59,87,79,56,64,49,394,65.67,Pass
STU0334,Rahul Murthy,10,B,Male,18,50,22,75,82,60,307,51.17,Fail
STU0335,Ravi Kumar,7,B,Male,49,83,22,43,88,64,349,58.17,Fail
STU0336,Deepika Gupta,7,B,Female,90,55,60,90,18,60,373,62.17,Fail
STU0337,Deepak Varma,9,C,Male,37,77,19,26,22,44,225,37.5,Fail
STU0338,Rahul Shetty,9,A,Male,57,93,40,31,58,37,316,52.67,Fail
STU0339,Swathi Reddy,7,B,Female,29,82,61,24,62,99,357,59.5,Fail
STU0340,Tejaswi Kumar,8,C,Female,56,32,35,70,96,77,366,61.0,Fail
STU0341,Anitha Das,10,C,Female,43,100,90,37,63,54,387,64.5,Pass
STU0342,Lakshmi Gupta,6,D,Female,87,19,38,92,55,93,384,64.0,Fail
STU0343,Arjun Iyer,6,D,Male,33,57,24,45,59,55,273,45.5,Fail
STU0344,Arjun Sharma,8,D,Male,16,48,41,46,23,59,233,38.83,Fail
STU0345,Pooja Kumar,6,A,Female,64,71,68,36,67,78,384,64.0,Pass
STU0346,Madhavi Das,9,A,Female,76,88,98,43,35,72,412,68.67,Pass
STU0347,Rohit Naidu,8,A,Male,55,48,28,24,58,36,249,41.5,Fail
STU0348,Anitha Sharma,10,A,Female,58,91,93,76,18,70,406,67.67,Fail
STU0349,Manoj Chowdary,7,A,Male,27,57,41,39,67,85,316,52.67,Fail
STU0350,Pranavi Babu,8,B,Female,27,21,65,88,85,77,363,60.5,Fail
STU0351,Venkat Patel,6,D,Male,26,52,99,95,91,76,439,73.17,Fail
STU0352,Arun Reddy,7,B,Male,96,52,25,75,29,54,331,55.17,Fail
STU0353,Anusha Raju,8,A,Female,97,84,64,38,62,63,408,68.0,Pass
STU0354,Anitha Goud,6,C,Female,71,74,48,43,49,87,372,62.0,Pass
STU0355,Kiran Kumar,6,C,Male,84,67,90,44,85,22,392,65.33,Fail
STU0356,Rithika Shetty,9,D,Female,88,45,75,53,25,65,351,58.5,Fail
STU0357,Ramesh Iyer,10,B,Male,30,72,37,36,42,39,256,42.67,Fail
STU0358,Venkat Chowdary,6,D,Male,40,95,33,91,48,55,362,60.33,Fail
STU0359,Srinivas Singh,10,D,Male,85,56,50,81,73,16,361,60.17,Fail
STU0360,Keerthi Chowdary,7,B,Female,87,90,89,27,28,87,408,68.0,Fail
STU0361,Rohit Babu,10,C,Male,67,48,64,98,77,88,442,73.67,Pass
STU0362,Swathi Gupta,8,D,Female,33,94,92,66,19,65,369,61.5,Fail
STU0363,Hasini Chand,6,D,Female,49,62,17,58,53,54,293,48.83,Fail
STU0364,Rithika Raju,6,B,Female,32,53,71,56,49,68,329,54.83,Fail
STU0365,Suresh Goud,7,D,Male,77,81,62,22,80,35,357,59.5,Fail
STU0366,Prasad Shetty,9,B,Male,82,87,18,37,39,40,303,50.5,Fail
STU0367,Mahesh Naidu,9,A,Male,61,40,50,62,74,79,366,61.0,Pass
STU0368,Meghana Kumar,6,B,Female,62,77,91,72,37,75,414,69.0,Pass
STU0369,Madhavi Gupta,8,A,Female,51,18,64,21,35,88,277,46.17,Fail
STU0370,Sai Chand,7,B,Male,49,98,67,80,17,16,327,54.5,Fail
STU0371,Deepika Rao,7,A,Female,43,47,92,54,97,50,383,63.83,Pass
STU0372,Nandini Singh,8,D,Female,47,42,74,53,81,94,391,65.17,Pass
STU0373,Tejaswi Kumar,6,C,Female,86,97,91,92,51,53,470,78.33,Pass
STU0374,Ajay Sharma,8,C,Male,96,56,50,48,98,98,446,74.33,Pass
STU0375,Sravani Rao,10,B,Female,22,91,66,99,55,32,365,60.83,Fail
STU0376,Arjun Raju,8,C,Male,68,66,64,19,89,88,394,65.67,Fail
STU0377,Harish Chand,10,D,Male,100,60,79,53,36,99,427,71.17,Pass
STU0378,Prasad Kumar,9,B,Male,48,86,38,57,98,26,353,58.83,Fail
STU0379,Rajesh Chand,8,D,Male,57,62,48,89,52,74,382,63.67,Pass
STU0380,Ajay Naidu,10,A,Male,75,39,79,30,63,82,368,61.33,Fail
STU0381,Jyothi Naidu,7,B,Female,40,58,67,87,73,33,358,59.67,Fail
STU0382,Sanjana Gupta,6,D,Female,57,95,37,55,96,22,362,60.33,Fail
STU0383,Naveen Prasad,7,B,Male,88,35,77,26,31,93,350,58.33,Fail
STU0384,Meghana Chowdary,9,D,Female,76,64,15,19,83,40,297,49.5,Fail
STU0385,Priya Murthy,10,B,Female,17,15,95,46,43,59,275,45.83,Fail
STU0386,Lakshmi Kumar,9,C,Female,36,23,20,53,52,73,257,42.83,Fail
STU0387,Jyothi Rao,8,D,Female,60,39,36,66,17,44,262,43.67,Fail
STU0388,Charan Rao,7,A,Male,90,79,36,30,61,98,394,65.67,Fail
STU0389,Vijay Prasad,10,A,Male,91,21,99,28,98,17,354,59.0,Fail
STU0390,Tarun Kumar,9,D,Male,63,30,85,47,75,34,334,55.67,Fail
STU0391,Tarun Reddy,8,D,Male,99,27,99,81,49,94,449,74.83,Fail
STU0392,Sanjay Kumar,10,A,Male,51,29,28,78,40,92,318,53.0,Fail
STU0393,Pavan Prasad,10,B,Male,60,67,52,35,20,85,319,53.17,Fail
STU0394,Deepika Varma,9,C,Female,45,15,16,100,26,29,231,38.5,Fail
STU0395,Lakshmi Sharma,10,A,Female,27,47,97,44,73,52,340,56.67,Fail
STU0396,Sunitha Naidu,6,B,Female,20,52,61,55,69,29,286,47.67,Fail
STU0397,Sai Naidu,6,B,Male,99,97,36,57,60,71,420,70.0,Pass
STU0398,Nandini Sharma,8,C,Female,38,29,66,66,73,49,321,53.5,Fail
STU0399,Hasini Raju,9,B,Female,29,31,22,35,28,68,213,35.5,Fail
STU0400,Pooja Iyer,9,B,Female,93,63,60,93,18,31,358,59.67,Fail
STU0401,Deepika Raju,6,D,Female,71,20,23,48,98,55,315,52.5,Fail
STU0402,Tarun Shetty,10,B,Male,100,58,81,81,94,27,441,73.5,Fail
STU0403,Pranavi Chand,9,C,Female,99,97,64,34,86,93,473,78.83,Fail
STU0404,Rahul Gupta,10,D,Male,78,36,24,77,56,45,316,52.67,Fail
STU0405,Bhavani Naidu,10,B,Female,85,97,63,66,45,25,381,63.5,Fail
STU0406,Sunitha Iyer,9,A,Female,78,72,55,30,78,98,411,68.5,Fail
STU0407,Arun Singh,9,A,Male,86,85,15,26,92,94,398,66.33,Fail
STU0408,Nandini Shetty,10,B,Female,98,100,73,58,61,21,411,68.5,Fail
STU0409,Sai Goud,8,D,Male,99,61,72,29,27,99,387,64.5,Fail
STU0410,Rahul Murthy,8,C,Male,85,81,62,28,20,36,312,52.0,Fail
STU0411,Lakshmi Chowdary,6,C,Female,93,40,39,30,65,42,309,51.5,Fail
STU0412,Rithika Varma,8,A,Female,68,20,96,90,30,72,376,62.67,Fail
STU0413,Pranavi Iyer,10,B,Female,78,15,82,21,85,70,351,58.5,Fail
STU0414,Deepika Shetty,7,B,Female,31,28,64,99,91,92,405,67.5,Fail
STU0415,Manasa Singh,9,B,Female,50,65,58,52,72,32,329,54.83,Fail
STU0416,Sanjay Nair,10,C,Male,85,55,85,95,42,40,402,67.0,Pass
STU0417,Manoj Babu,8,B,Male,98,37,79,84,96,56,450,75.0,Pass
STU0418,Pavan Patel,10,D,Male,89,88,100,68,83,51,479,79.83,Pass
STU0419,Pooja Reddy,10,A,Female,18,63,33,21,100,22,257,42.83,Fail
STU0420,Ganesh Gupta,8,C,Male,33,22,52,41,84,19,251,41.83,Fail
STU0421,Rithika Goud,6,B,Female,97,86,64,45,80,51,423,70.5,Pass
STU0422,Vamsi Singh,9,D,Male,55,85,21,16,47,40,264,44.0,Fail
STU0423,Rithika Chand,8,B,Female,39,52,72,37,24,38,262,43.67,Fail
STU0424,Charan Shetty,6,D,Male,20,69,50,86,48,31,304,50.67,Fail
STU0425,Deepak Prasad,6,C,Male,74,34,20,34,56,91,309,51.5,Fail
STU0426,Pavan Nair,8,D,Male,88,85,60,24,55,82,394,65.67,Fail
STU0427,Ravi Shetty,6,B,Male,68,84,83,66,26,59,386,64.33,Fail
STU0428,Krishna Varma,8,C,Male,61,52,42,94,82,75,406,67.67,Pass
STU0429,Arun Patel,9,B,Male,97,93,94,46,20,56,406,67.67,Fail
STU0430,Deepika Kumar,9,C,Female,84,51,18,81,62,80,376,62.67,Fail
STU0431,Anusha Naidu,8,B,Female,56,80,25,27,36,83,307,51.17,Fail
STU0432,Arjun Sharma,7,B,Male,69,28,41,83,70,97,388,64.67,Fail
STU0433,Charan Rao,6,D,Male,57,19,26,24,21,37,184,30.67,Fail
STU0434,Sahithi Sharma,10,B,Female,48,67,64,72,95,66,412,68.67,Pass
STU0435,Kavitha Reddy,9,A,Female,83,15,97,94,23,89,401,66.83,Fail
STU0436,Tarun Sharma,8,A,Male,52,53,92,26,51,71,345,57.5,Fail
STU0437,Revathi Reddy,9,B,Female,83,43,32,65,84,52,359,59.83,Fail
STU0438,Prasad Patel,6,B,Male,30,20,15,88,91,65,309,51.5,Fail
STU0439,Prasad Varma,8,B,Male,67,97,80,33,35,38,350,58.33,Fail
STU0440,Manoj Prasad,7,A,Male,38,100,87,21,85,74,405,67.5,Fail
STU0441,Prasad Sharma,8,A,Male,40,89,77,57,60,31,354,59.0,Fail
STU0442,Arun Babu,10,A,Male,39,55,77,72,57,93,393,65.5,Pass
STU0443,Hasini Iyer,7,C,Female,55,69,36,15,55,46,276,46.0,Fail
STU0444,Tarun Chowdary,8,C,Male,32,57,76,74,72,60,371,61.83,Fail
STU0445,Anusha Das,6,B,Female,97,92,25,50,32,83,379,63.17,Fail
STU0446,Ganesh Sharma,6,A,Male,79,95,18,89,89,66,436,72.67,Fail
STU0447,Vamsi Naidu,10,C,Male,84,84,75,98,34,61,436,72.67,Fail
STU0448,Mounika Iyer,8,B,Female,74,79,80,26,65,61,385,64.17,Fail
STU0449,Varun Chand,10,B,Male,80,32,72,35,37,87,343,57.17,Fail
STU0450,Charan Raju,8,A,Male,43,77,44,23,48,62,297,49.5,Fail
STU0451,Venkat Varma,10,C,Male,64,75,73,20,20,98,350,58.33,Fail
STU0452,Keerthi Shetty,8,C,Female,89,84,87,37,63,98,458,76.33,Pass
STU0453,Madhavi Iyer,6,C,Female,63,43,81,66,60,59,372,62.0,Pass
STU0454,Pooja Raju,10,A,Female,79,32,71,36,44,24,286,47.67,Fail
STU0455,Sravani Rao,7,B,Female,61,92,30,99,44,68,394,65.67,Fail
STU0456,Vaishali Kumar,9,D,Female,76,41,90,35,97,67,406,67.67,Pass
STU0457,Mahesh Naidu,7,B,Male,32,95,80,20,88,33,348,58.0,Fail
STU0458,Ravi Prasad,7,D,Male,91,87,96,17,99,51,441,73.5,Fail
STU0459,Suresh Goud,10,D,Male,76,36,43,67,91,33,346,57.67,Fail
STU0460,Manoj Shetty,8,B,Male,58,73,91,90,23,44,379,63.17,Fail
STU0461,Revathi Rao,6,A,Female,40,81,79,68,34,92,394,65.67,Fail
STU0462,Ravi Raju,10,A,Male,83,79,30,26,76,99,393,65.5,Fail
STU0463,Krishna Nair,10,A,Male,98,70,81,68,62,20,399,66.5,Fail
STU0464,Mounika Raju,9,C,Female,90,88,27,69,32,47,353,58.83,Fail
STU0465,Sneha Chand,6,C,Female,91,84,67,47,39,15,343,57.17,Fail
STU0466,Deepak Shetty,6,A,Male,63,98,41,55,67,61,385,64.17,Pass
STU0467,Kiran Chowdary,10,C,Male,48,83,69,87,61,93,441,73.5,Pass
STU0468,Pranavi Singh,7,D,Female,85,86,76,37,62,86,432,72.0,Pass
STU0469,Bhavani Babu,10,C,Female,65,32,99,30,44,72,342,57.0,Fail
STU0470,Arun Varma,10,D,Male,58,85,93,21,35,64,356,59.33,Fail
STU0471,Rohit Sharma,7,D,Male,91,70,26,23,48,43,301,50.17,Fail
STU0472,Divya Nair,6,D,Female,66,93,98,81,51,91,480,80.0,Pass
STU0473,Pavan Gupta,9,D,Male,16,40,99,81,51,39,326,54.33,Fail
STU0474,Rohit Nair,10,B,Male,93,36,19,61,45,98,352,58.67,Fail
STU0475,Ravi Sharma,8,D,Male,60,100,65,66,90,40,421,70.17,Pass
STU0476,Charan Sharma,6,C,Male,86,89,59,59,50,43,386,64.33,Pass
STU0477,Naveen Singh,10,A,Male,48,37,67,79,28,86,345,57.5,Fail
STU0478,Ramesh Babu,8,A,Male,80,47,83,88,47,71,416,69.33,Pass
STU0479,Tejaswi Raju,7,C,Female,73,73,90,18,76,29,359,59.83,Fail
STU0480,Divya Singh,7,B,Female,55,67,60,81,83,16,362,60.33,Fail
STU0481,Mounika Babu,6,D,Female,58,24,85,37,75,55,334,55.67,Fail
STU0482,Sravani Iyer,8,B,Female,39,78,40,45,45,48,295,49.17,Pass
STU0483,Mahesh Varma,7,C,Male,34,28,30,25,99,78,294,49.0,Fail
STU0484,Pavan Das,6,D,Male,62,94,55,78,88,50,427,71.17,Pass
STU0485,Anitha Shetty,8,D,Female,43,88,31,21,82,69,334,55.67,Fail
STU0486,Sahithi Naidu,10,C,Female,65,37,73,30,81,73,359,59.83,Fail
STU0487,Hasini Reddy,6,B,Female,63,89,27,56,61,93,389,64.83,Fail
STU0488,Anitha Das,8,B,Female,49,75,93,58,61,38,374,62.33,Pass
STU0489,Jyothi Varma,9,C,Female,61,66,50,72,38,88,375,62.5,Pass
STU0490,Deepak Chand,6,C,Male,45,86,70,63,40,33,337,56.17,Fail
STU0491,Ajay Reddy,7,D,Male,78,32,95,81,83,55,424,70.67,Fail
STU0492,Sirisha Prasad,10,A,Female,65,27,35,22,42,47,238,39.67,Fail
STU0493,Rithika Kumar,9,C,Female,48,61,61,86,86,47,389,64.83,Pass
STU0494,Priya Chowdary,6,C,Female,92,40,88,88,98,98,504,84.0,Pass
STU0495,Pavan Babu,8,C,Male,80,77,72,25,63,93,410,68.33,Fail
STU0496,Sunitha Rao,7,C,Female,68,95,93,88,66,24,434,72.33,Fail
STU0497,Ravi Murthy,7,C,Male,55,98,52,49,92,97,443,73.83,Pass
STU0498,Bhavani Goud,8,D,Female,67,36,38,17,31,45,234,39.0,Fail
STU0499,Vaishali Sharma,7,B,Female,65,28,27,23,75,85,303,50.5,Fail
STU0500,Rahul Singh,10,A,Male,28,48,94,34,25,98,327,54.5,Fail
